"row_id","time_prev","time_curr","name","slot_prev","slot_curr","move_left","sector_curr"
341,1899-12-31 14:49:00,1899-12-31 14:50:00,"와이지엔터테인먼트",10,7,3,3
341,1899-12-31 14:49:00,1899-12-31 14:50:00,"하이브",11,8,3,3
341,1899-12-31 14:49:00,1899-12-31 14:50:00,"에스엠",12,9,3,3
342,1899-12-31 14:50:00,1899-12-31 14:51:00,"에이치브이엠",22,19,3,7
342,1899-12-31 14:50:00,1899-12-31 14:51:00,"켄코아에어로스페이스",24,20,4,7
350,1899-12-31 14:58:00,1899-12-31 14:59:00,"디앤디파마텍",25,22,3,8
350,1899-12-31 14:58:00,1899-12-31 14:59:00,"리가켐바이오",26,23,3,8
350,1899-12-31 14:58:00,1899-12-31 14:59:00,"에이비엘바이오",27,24,3,8
353,1899-12-31 15:01:00,1899-12-31 15:02:00,"디앤디파마텍",22,19,3,7
353,1899-12-31 15:01:00,1899-12-31 15:02:00,"리가켐바이오",23,20,3,7
353,1899-12-31 15:01:00,1899-12-31 15:02:00,"에이비엘바이오",24,21,3,7
356,1899-12-31 15:04:00,1899-12-31 15:05:00,"GS피앤엘",13,10,3,4
356,1899-12-31 15:04:00,1899-12-31 15:05:00,"서부T",15,11,4,4
356,1899-12-31 15:04:00,1899-12-31 15:05:00,"HD현대일렉트릭",25,22,3,8
356,1899-12-31 15:04:00,1899-12-31 15:05:00,"효성중공업",26,23,3,8
356,1899-12-31 15:04:00,1899-12-31 15:05:00,"LS",27,24,3,8
357,1899-12-31 15:05:00,1899-12-31 15:06:00,"파마리서치",16,13,3,5
357,1899-12-31 15:05:00,1899-12-31 15:06:00,"제닉",17,14,3,5
357,1899-12-31 15:05:00,1899-12-31 15:06:00,"실리콘투",18,15,3,5
362,1899-12-31 15:11:00,1899-12-31 15:12:00,"제닉",13,10,3,4
362,1899-12-31 15:11:00,1899-12-31 15:12:00,"파마리서치",14,11,3,4
362,1899-12-31 15:11:00,1899-12-31 15:12:00,"실리콘투",15,12,3,4
363,1899-12-31 15:12:00,1899-12-31 15:13:00,"GS피앤엘",13,10,3,4
363,1899-12-31 15:12:00,1899-12-31 15:13:00,"서부T",14,11,3,4
363,1899-12-31 15:12:00,1899-12-31 15:13:00,"파라다이스",15,12,3,4
364,1899-12-31 15:13:00,1899-12-31 15:14:00,"에이치브이엠",25,22,3,8
364,1899-12-31 15:13:00,1899-12-31 15:14:00,"켄코아에어로스페이스",26,23,3,8
364,1899-12-31 15:13:00,1899-12-31 15:14:00,"세아베스틸지주",27,24,3,8
368,1899-12-31 15:17:00,1899-12-31 15:18:00,"디앤디파마텍",19,16,3,6
368,1899-12-31 15:17:00,1899-12-31 15:18:00,"리가켐바이오",20,17,3,6
368,1899-12-31 15:17:00,1899-12-31 15:18:00,"에이비엘바이오",21,18,3,6
369,1899-12-31 15:18:00,1899-12-31 15:19:00,"SNT다이내믹스",19,16,3,6
369,1899-12-31 15:18:00,1899-12-31 15:19:00,"파이버프로",21,17,4,6
370,1899-12-31 15:19:00,1899-12-31 15:19:00,"SNT다이내믹스",16,13,3,5
370,1899-12-31 15:19:00,1899-12-31 15:19:00,"파이버프로",17,14,3,5
370,1899-12-31 15:19:00,1899-12-31 15:19:00,"한화시스템",18,15,3,5
370,1899-12-31 15:19:00,1899-12-31 15:19:00,"디앤디파마텍",19,16,3,6
370,1899-12-31 15:19:00,1899-12-31 15:19:00,"리가켐바이오",20,17,3,6
370,1899-12-31 15:19:00,1899-12-31 15:19:00,"에이비엘바이오",21,18,3,6
